target_id	length	eff_length	est_counts	tpm
rutG|G6517|b1006|pyrimidine:H<sup>+</sup>	1329	1128.75	1799	110.635
ycfJ|EG12444|b1110|PF05433	540	341.301	610	124.066
coaD|EG11190|b3634|pantetheine-phosphate	480	283.172	368	90.2104
yfdK|G7223|b2354|CPS-53	441	245.739	74	20.9034
fruB|G7990|b2169|FruB	1131	930.749	974	72.6415
envR|EG11741|b3264|DNA-binding	663	463.071	425	63.7089
murE|EG10621|b0085|UDP-<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamate&mdash;2,6-diaminopimelate	1488	1287.75	1944	104.791
entF|EG10264|b0586|seryl-[EntF	3882	3681.75	4467	84.221
yhjY|EG12269|b3548|putative	699	498.974	985	137.031
dnaB|EG10236|b4052|replicative	1416	1215.75	1440	82.22
kbaZ|G7631|b3132|putative	1281	1080.75	1479	94.9953
ybhS|G6410|b0793|ABC	1134	933.749	1503	111.735
yhjG|EG12251|b3524|AsmA	2061	1860.75	4627	172.612
coaE|EG12312|b0103|dephospho-CoA	621	421.249	401	66.0792
ydfW|G6834|b1567|Qin	150	32.273	175	376.407
ydjI|G6960|b1773|L-<i>glycero</i>-L-galacto-octuluronate-1-phosphate	837	636.749	440	47.9671
kdpE|EG10517|b0694|KdpE-Phosphorylated	678	478.024	750	108.911
ldtB|G6422|b0819|L,D-transpeptidase	921	720.749	830	79.9379
panB|EG11675|b0134|3-methyl-2-oxobutanoate	795	594.749	934	109.011
yehI|EG11995|b2118|DUF4132	3633	3432.75	3082	62.3232
polA|EG10746|b3863|DNA	2787	2586.75	3503	94.0036
paaZ|G6708|b1387|fused	2046	1845.75	1838	69.1244
fsr|G6256|b0479|fosmidomycin	1221	1020.75	1698	115.472
yiiF|EG11855|b3890|protein	219	62.1081	277	309.593
panF|EG10685|b3258|pantothenate:Na<sup>+</sup>	1452	1251.75	1686	93.4973
ydfK|G6818|b1544|Qin	234	68.583	319	322.874
xylF|EG20252|b3566|xylose	993	792.749	1079	94.481
slyA|G6882|b1642|DNA-binding	435	239.912	1074	310.75
mrdA|EG10606|b0635|peptidoglycan	1902	1701.75	1687	68.8142
folC|EG10327|b2315|bifunctional	1269	1068.75	1435	93.2041
yicN|EG11690|b3663|DUF1198	453	257.177	425	114.714
hda|G7313|b2496|inibitor	702	501.974	946	130.818
uxaA|EG12734|b3091|D-altronate	1488	1287.75	1525	82.2048
cydH|G0-10594|b4602|cytochrome	90	13.3161	260	1355.36
yjiH|G7927|b4330|uncharacterized	684	484.024	1050	150.585
folM|G6862|b1606|dihydromonapterin	723	522.923	455	60.3994
xisR|G6677|b1346|Rac	216	60.4492	55	63.1584
xylH|EG12276|b3568|xylose	1182	981.749	1509	106.696
gltF|EG11514|b3214|periplasmic	765	564.923	494	60.7011
lpoA|G7642|b3147|outer	2037	1836.75	2247	84.9204
pabC|EG11493|b1096|aminodeoxychorismate	810	609.749	647	73.6566
mliC|EG11488|b1639|inhibitor	330	143.979	252	121.495
dnaX|EG10245|b0470|DNA	1932	1731.75	2029	81.331
alsE|EG11957|b4085|D-allulose-6-phosphate	696	496.024	543	75.99
mlaE|EG12800|b3194|intermembrane	783	582.866	1775	211.392
dcrB|G7767|b3472|periplasmic	558	359.057	790	152.73
nudB|EG11138|b1865|dihydroneopterin	453	257.177	221	59.6511
ymfE|G6583|b1138|e14	705	504.974	0	0
yieL|EG11729|b3719|putative	1170	969.749	1075	76.9499
ompR|EG10672|b3405|OmpR-Phosphorylated	720	519.923	1478	197.331
pbpG|EG12015|b2134|peptidoglycan	933	732.749	895	84.7865
folD|EG10328|b0529|bifunctional	867	666.749	831	86.5162
nfsA|EG11261|b0851|NADPH-dependent	723	522.923	739	98.0993
rep|EG10837|b3778|ATP-dependent	2022	1821.75	2327	88.6679
focA|EG11258|b0904|formate	858	657.749	1243	131.181
lgoT|EG12587|b4356|galactonate:H+	1362	1161.75	1689	100.92
yhcG|G7674|b3220|DUF1016	1128	927.749	854	63.8978
folB|EG11673|b3058|dihydroneopterin	369	178.537	458	178.072
ybcN|G6303|b0547|DLP12	456	260.02	189	50.4561
uhpA|EG11051|b3669|UhpA-Phosphorylated	591	391.533	844	149.635
argP|EG10490|b2916|DNA-binding	894	693.749	1272	127.275
mepA|EG10580|b2328|peptidoglycan	825	624.749	631	70.1104
folK|EG11374|b0142|2-amino-4-hydroxy-6-hydroxymethyldihydropteridine	480	283.172	353	86.5334
ygeA|EG11157|b2840|amino	693	493.024	688	96.8679
dnaN|EG10242|b3701|&beta;	1101	900.749	1156	89.0867
ptsH|EG10788|b2415|phosphocarrier	258	84.7727	580	474.931
mdtK|EG12400|b1663|multidrug	1374	1173.75	1683	99.5331
yghS|G7551|b2985|putative	714	513.923	782	105.625
pabA|EG10682|b3360|aminodeoxychorismate	564	364.875	567	107.869
insH1|G6134|b0259|CP4-6	981	780.749	0	0
manX|EG10567|b1817|mannose-specific	972	771.749	1229	110.544
arsR|EG12235|b3501|DNA-binding	354	165.159	357	150.046
ftsI|EG10341|b0084|peptidoglycan	1767	1566.75	2066.99	91.5792
folA|EG10326|b0048|dihydrofolate	480	283.172	865	212.044
ytjB|EG10951|b4387|probable	645	445.116	754	117.586
holD|EG11414|b4372|DNA	414	220.204	328	103.397
kgtP|EG10522|b2587|&alpha;-ketoglutarate:H<sup>+</sup>	1299	1098.75	2927	184.92
arsB|EG12236|b3502|arsenite/antimonite:H<sup>+</sup>	1290	1089.75	1784	113.639
ygcR|G7436|b2770|putative	780	579.866	824	98.6412
folP|EG50011|b3177|dihydropteroate	849	648.749	795	85.0646
rzoR|G0-10449|b4528|Rac	186	44.7793	7.79934	12.0904
glgP|EG10380|b3428|glycogen	2448	2247.75	2578	79.6148
marA|EG11434|b1531|DNA-binding	384	192.159	199	71.8872
mepS|G7147|b2175|peptidoglycan	567	367.839	2157	407.054
folE|EG11375|b2153|GTP	669	469.071	775	114.689
ypfH|G7296|b2473|esterase	699	498.974	1056	146.908
priC|EG10765|b0467|primosomal	528	329.67	560	117.914
eda|EG10256|b1850|KHG/KDPG	642	442.161	641	100.632
punC|EG12141|b1660|purine	1212	1011.75	1209	82.9492
pdeN|G7148|b2176|putative	1557	1356.75	1451	74.2381
pabB|EG10683|b1812|aminodeoxychorismate	1362	1161.75	1040	62.1412
ypjK|G7370|b2635|CP4-57	237	70.0913	0	0
ascB|EG10085|b2716|6-phospho-&beta;-glucosidase	1425	1224.75	1677	95.0484
soxR|EG10957|b4063|DNA-binding	465	268.726	617	159.38
dacC|EG10203|b0839|D-alanyl-D-alanine	1203	1002.75	3085	213.561
hemC|EG10429|b3805|hydroxymethylbilane	942	741.749	1428	133.638
yeaX|G6989|b1803|carnitine	966	765.749	718	65.0874
ybhP|G6407|b0790|endonuclease/exonuclease/phosphatase	762	561.923	942	116.368
nanM|G7920|b4310|<i>N</i>-acetylneuraminate	1107	906.749	756	57.8753
nikC|EG12077|b3478|Ni(2+)	834	633.749	1305	142.939
ydhL|G6888|b1648|DUF1289	240	71.7864	283	273.655
gltX|EG10407|b2400|glutamate&mdash;tRNA	1416	1215.75	1402	80.0503
yffO|G7276|b2446|CPZ-55	417	223.046	0	0
glcA|G7542|b2975|glycolate/lactate:H<sup>+</sup>	1683	1482.75	2057	96.2998
allR|G6276|b0506|DNA-binding	816	615.749	878.99	99.0921
ldtE|G6904|b1678|L,D-transpeptidase	1005	804.749	2353	202.965
hemN|EG11836|b3867|coproporphyrinogen	1374	1173.75	1781	105.329
ydcL|G6742|b1431|DUF3313	669	469.071	1330	196.821
mrr|EG10612|b4351|Type	915	714.749	0	0
sad|G6811|b1525|succinate	1389	1188.75	1215	70.9488
ccmB|EG12058|b2200|cytochrome	663	463.071	529	79.2989
yceM|G6560|b1068|putative	924	723.749	929	89.1018
hemG|EG11485|b3850|protoporphyrinogen	546	347.163	795	158.962
yfdG|G7219|b2350|CPS-53	363	173.011	0	0
dcuC|G6347|b0621|anaerobic	1386	1185.75	1221	71.4795
zntR|EG11969|b3292|DNA-binding	426	231.534	321	96.2386
murA|EG11358|b3189|UDP-<i>N</i>-acetylglucosamine	1260	1059.75	1424	93.2751
hemD|EG10430|b3804|uroporphyrinogen-III	741	540.923	895	114.854
dgcI|G6434|b0834|putative	1329	1128.75	816	50.1824
hsdS|EG10460|b4348|type	1395	1194.75	0	0
pta|EG20173|b2297|phosphate	2145	1944.75	1947	69.4962
yddA|EG11742|b1496|ABC	1686	1485.75	612	28.5933
ybdF|G6324|b0579|PF04237	369	178.537	363	141.136
hemA|EG10427|b1210|glutamyl-tRNA	1257	1056.75	1196	78.563
ydfU|G6831|b1560|Qin	1050	849.749	410	33.4928
gatY|EG12419|b2096|tagatose-1,6-bisphosphate	855	654.749	0	0
betI|EG10111|b0313|DNA-binding	588	388.572	576	102.899
mrcA|EG10748|b3396|peptidoglycan	2553	2352.75	3485	102.822
hemF|EG12189|b2436|coproporphyrinogen	900	699.749	901	89.3802
ecpC|G6162|b0291|putative	2526	2325.75	2413	72.02
dcm|EG10211|b1961|DNA-cytosine	1419	1218.75	1177	67.038
kdgK|EG12253|b3526|2-dehydro-3-deoxygluconokinase	930	729.749	1513	143.921
proP|EG11612|b4111|osmolyte:H<sup>+</sup>	1503	1302.75	4845	258.162
aceK-int|G0-17105|b4830|small	85	11.5132	0	0
hemE|EG11543|b3997|uroporphyrinogen	1065	864.749	1369	109.894
tfaR|G6696|b1373|Rac	576	376.726	0	0
frwB|EG11909|b3950|putative	321	135.955	400	204.232
nanR|G7678|b3226|NanR	792	591.749	931	109.212
ampC|EG10040|b4150|&beta;-lactamase	1134	933.749	1152	85.6409
hemH|EG10431|b0475|ferrochelatase	963	762.749	1278	116.308
ymgN|G0-17091|b4816|protein	60	7.71429	0	0
ogt|EG10668|b1335|methylated-DNA&mdash;[protein]-cysteine	516	317.964	349	76.1914
dkgB|EG11648|b0207|methylglyoxal	804	603.749	557	64.0409
rhtB|EG11469|b3824|L-homoserine/L-homoserine	621	421.249	962	158.524
rseD|G0-16690|b4725|<i>rpoE</i>	156	33.8643	336	688.741
hemB|EG10428|b0369|porphobilinogen	975	774.749	1015	90.9418
tfaP|G6598|b1155|e14	414	220.204	0	0
zwf|EG11221|b1852|NADP<sup>+</sup>-dependent	1476	1275.75	1765	96.0369
xapR|EG11146|b2405|DNA-binding	885	684.749	970	98.3329
ldtC|G6571|b1113|L,D-transpeptidase	963	762.749	1022	93.0096
cysG|EG10188|b3368|siroheme	1374	1173.75	1724	101.958
arrS|G0-10694|b4704|small	70	9.35211	442	3280.74
hsdM|EG10458|b4349|type	1590	1389.75	0	0
srlD|EG10971|b2705|sorbitol-6-phosphate	780	579.866	877	104.986
fxsA|G7832|b4140|protein	477	280.228	661	163.737
ybfQ|G0-10440|b4514|inactive	255	82.4448	105.002	88.408
znuC|G7018|b1858|Zn<sup>2+</sup>	756	555.923	520	64.9304
tfaX|G6317|b0563|DLP12	186	44.7793	0	0
pfkB|EG10700|b1723|6-phosphofructokinase	930	729.749	1171	111.389
iscR|G7326|b2531|DNA-binding	489	291.854	932	221.671
murI|EG11204|b3967|glutamate	858	657.749	878.094	92.6701
yicL|EG11688|b3660|putative	924	723.749	977	93.7055
yecE|EG12379|b1868|DUF72	819	618.749	526	59.0106
radA|EG11296|b4389|DNA	1383	1182.75	1930	113.272
malY|EG10564|b1622|negative	1173	972.749	802	57.2311
dgcC|EG11257|b0385|diguanylate	1116	915.749	1250	94.7528
yhiI|EG12224|b3487|putative	1068	867.749	1512	120.953
hemL|EG10432|b0154|glutamate-1-semialdehyde	1281	1080.75	1997	128.266
ybcK|G6300|b0544|DLP12	1527	1326.75	0	0
galS|EG10365|b2151|DNA-binding	1041	840.749	990	81.7387
nhaR|EG11078|b0020|DNA-binding	906	705.749	745	73.2765
rffM|EG11458|b3794|UDP-N-acetyl-D-mannosaminuronic	741	540.923	854	109.593
birA|EG10123|b3973|DNA-binding	966	765.749	847	76.7813
yjcO|EG11951|b4078|Sel1	690	490.024	1290	182.739
recQ|EG10833|b3822|ATP-dependent	1830	1629.75	2371	100.988
ebgA|EG10252|b3076|evolved	3093	2892.75	3724	89.363
yqiK|G7589|b3051|flotillin	1662	1461.75	1686	80.0652
yihF|EG11832|b3861|DUF945	1431	1230.75	904	50.9868
bioD|EG10120|b0778|dethiobiotin	678	478.024	564	81.9009
intA|EG11783|b2622|CP4-57	1242	1041.75	0	0
araG|EG10058|b1900|arabinose	1515	1314.75	1293	68.2676
fecI|EG10291|b4293|RNA	522	323.867	541	115.955
rffH|EG11454|b3789|glucose-1-phosphate	882	681.749	1042	106.097
bioA|EG10117|b0774|adenosylmethionine-8-amino-7-oxononanoate	1290	1089.75	1389	88.4778
ydeJ|EG11645|b1537|PF02464	519	320.932	405	87.5993
recF|EG10828|b3700|recombination	1074	873.749	1065	84.61
hcaF|M015|b2539|putative	519	320.932	538	116.366
entS|EG11104|b0591|enterobactin	1251	1050.75	2168	143.225
ytfP|G7876|b4222|&gamma;-glutamylamine	342	154.589	575	258.195
bioF|EG10121|b0776|8-amino-7-oxononanoate	1155	954.749	960	69.7976
tolB|EG11008|b0740|Tol-Pal	1293	1092.75	2316	147.122
idnD|G7893|b4267|L-idonate	1032	831.749	0	0
kdgR|G7003|b1827|DNA-binding	792	591.749	753	88.3316
wecB|EG11451|b3786|UDP-<i>N</i>-acetylglucosamine	1131	930.749	1144	85.3203
bioB|EG10118|b0775|biotin	1041	840.749	1425	117.654
yigG|EG11465|b3818|inner	381	189.493	119	43.5926
recR|EG10834|b0472|recombination	606	406.374	459	78.4054
gudX|G7446|b2788|glucarate	1341	1140.75	1126	68.5184
hcaT|G7330|b2536|putative	1140	939.749	1852	136.801
yrfG|G7742|b3399|purine	669	469.071	741	109.658
mioC|EG11199|b3742|flavoprotein	444	248.689	526	146.821
intD|EG10507|b0537|DLP12	1164	963.749	874.575	62.993
paaK|G6719|b1398|phenylacetate-CoA	1314	1113.75	1072	66.8138
nikR|EG11519|b3481|DNA-binding	402	208.945	464	154.151
rfe|EG10840|b3784|UDP-<i>N</i>-acetylglucosamine&mdash;undecaprenyl-phosphate	1104	903.749	1166	89.559
bioH|EG10122|b3412|pimeloyl-acyl	771	570.866	1154	140.324
yjjA|EG11214|b4360|DUF2501	495	297.647	623	145.293
rarA|EG12690|b0892|replication-associated	1344	1143.75	1303	79.0811
glxR|G6278|b0509|tartronate	879	678.749	802	82.0208
tolA|EG11007|b0739|Tol-Pal	1266	1065.75	1137	74.0567
yhbP|G7648|b3154|putative	444	248.689	398	111.093
bioC|EG10119|b0777|malonyl-acyl	756	555.923	439	54.8162
yjhQ|G7917|b4307|KpLE2	546	347.163	0	0
dgoA|EG20049|b4477|2-dehydro-3-deoxy-6-phosphogalactonate	618	418.291	675	112.017
phoP|EG10731|b1130|DNA-binding	672	472.071	784	115.284
wecE|EG11456|b3791|dTDP-4-dehydro-6-deoxy-D-glucose	1131	930.749	1098	81.8895
bidA|G6851|b1593|dethiobiotin	696	496.024	581	81.3079
yebC|EG11137|b1864|putative	741	540.923	464	59.5445
xerD|EG11071|b2894|site-specific	897	696.749	980	97.6356
gatB|EG12415|b2093|galactitol-specific	285	106.364	0	0
arnF|G7171|b2258|undecaprenyl-phosphate-&alpha;-L-Ara4N	387	194.94	302	107.539
yggU|G7529|b2953|DUF167	291	111.249	225	140.393
ybjI|G6442|b0844|5-amino-6-(5-phospho-D-ribitylamino)uracil	816	615.749	673	75.87
yfjP|G7367|b2632|CP4-57	864	663.749	0	0
galP|EG12148|b2943|galactose:H<sup>+</sup>	1395	1194.75	1879	109.171
plaR|EG12278|b3574|DNA-binding	849	648.749	1180	126.259
wecC|EG11452|b3787|UDP-<i>N</i>-acetyl-D-mannosamine	1263	1062.75	1289	84.194
ribE|EG11322|b0415|6,7-dimethyl-8-ribityllumazine	471	274.452	558	141.132
rhsB|EG10847|b3482|rhs	4236	4035.75	9108.89	156.675
ruvC|EG10925|b1863|crossover	522	323.867	276	59.1563
rhaB|EG11868|b3904|rhamnulokinase	1470	1269.75	1555	85.0102
yeaV|G6987|b1801|putative	1446	1245.75	1147	63.9134
ygcN|G7432|b2766|putative	1272	1071.75	1373	88.9275
ribF|EG11079|b0025|bifunctional	942	741.749	1004	93.9584
yffL|G7273|b2443|CPZ-55	642	442.161	0	0
csrA|EG11447|b2696|carbon	186	44.7793	8027	12443.3
marR|EG11435|b1530|DNA-binding	435	239.912	260	75.2282
wzyE|EG11457|b3793|enterobacterial	1353	1152.75	2023	121.82
ribA|EG11331|b1277|GTP	591	391.533	632	112.049
yfeK|G7260|b2419|DUF5329	375	183.916	200	75.4864
recO|EG10832|b2565|recombination	729	528.923	650	85.3061
aes|EG11101|b0476|acetylesterase	960	759.749	981	89.6309
ydgC|G6863|b1607|GlpM	336	149.247	384	178.601
yeeJ|G7064|b1978|inverse	7077	6876.75	1232	12.4362
yigB|EG11202|b3812|5-amino-6-(5-phospho-D-ribitylamino)uracil	717	516.923	1050	141.001
yeeW|G7086|b2006|CP4-44	195	49.1902	177	249.778
sfsA|EG10949|b0146|sugar	705	504.974	4087	561.817
sgcR|G7913|b4300|KpLE2	783	582.866	0	0
wzzE|EG11295|b3785|enterobacterial	1047	846.749	1255	102.884
ribC|EG11406|b1662|riboflavin	642	442.161	745	116.959
yeaQ|G6981|b1795|PF04226	249	78.0236	5950	5293.58
prfA|EG10761|b1211|peptide	1083	882.749	850	66.8406
mtlD|EG10616|b3600|mannitol-1-phosphate	1149	948.749	1390	101.7
nhaA|EG10652|b0019|Na<sup>+</sup>:H<sup>+</sup>	1167	966.749	2286	164.143
ydgK|G6870|b1626|DUF2569	441	245.739	315	88.9807
ribD|EG11321|b0414|fused	1104	903.749	1142	87.7156
ydfR|G6828|b1555|Qin	312	128.425	74	39.9982
malQ|EG10561|b3416|4-&alpha;-glucanotransferase	2085	1884.75	3058	112.627
dpiA|G6346|b0620|DNA-binding	681	481.024	425	61.3312
wecF|G7800|b4481|TDP-<i>N</i>-acetylfucosamine:lipid	1080	879.749	1275	100.603
ribB|EG10465|b3041|3,4-dihydroxy-2-butanone-4-phosphate	654	454.116	1084	165.699
smrA|G6672|b1340|DNA	564	364.875	464	88.2739
infB|EG10505|b3168|translation	2673	2472.75	3581	100.527
hofO|G7737|b3393|DNA	441	245.739	482	136.155
ynaI|G6666|b1330|small	1032	831.749	522	43.5649
efeO|G6527|b1018|ferrous	1128	927.749	1077	80.5831
dxs|G6237|b0420|1-deoxy-D-xylulose-5-phosphate	1863	1662.75	2174	90.7594
ynaA|G6691|b1368|Rac	1029	828.749	687.891	57.6176
eutD|G7288|b2458|phosphate	1017	816.749	1208	102.668
acrR|EG12116|b0464|DNA-binding	648	448.116	649	100.534
pdxH|EG11487|b1638|pyridoxine/pyridoxamine	657	457.071	557	84.5922
ybiV|G6425|b0822|sugar	816	615.749	566	63.8074
yheS|EG12903|b3352|putative	1914	1713.75	2619	106.083
hofQ|EG12113|b3391|DNA	1239	1038.75	1584.72	105.901
ybhI|G6400|b0770|putative	1434	1233.75	1278	71.9056
fdrA|G6287|b0518|putative	1668	1467.75	1782	84.2781
pdxA|EG10691|b0052|4-hydroxythreonine-4-phosphate	990	789.749	1098	96.5099
ymfR|G6594|b1150|e14	183	43.4054	365	583.725
deoD|EG10222|b4384|purine	720	519.923	1236	165.021
relB|EG10836|b1564|Qin	240	71.7864	225	217.57
nudL|EG12693|b1813|putative	579	379.726	370	67.6379
yafV|G6103|b0219|2-oxoglutaramate	771	570.866	858	104.331
fusA|EG10360|b3340|elongation	2115	1914.75	2949	106.911
yhhX|G7757|b3440|putative	1038	837.749	1328	110.038
ppiD|G6242|b0441|periplasmic	1872	1671.75	3148	130.714
narS|G0-17088|b4813|putative	184	43.9453	55	86.8779
pdxJ|EG10693|b2564|pyridoxine	732	531.923	745	97.2225
ybcV|G6313|b0558|DLP12	411	217.316	0	0
hofN|G7738|b3394|DNA	540	341.301	311	63.2531
arcA|EG10061|b4401|DNA-binding	717	516.923	2869	385.269
pdxB|G0-9461|b2320|erythronate-4-phosphate	1137	936.749	1334	98.8533
ytiD|G0-16687|b4721|protein	144	30.3297	26	59.5064
rbbA|EG12223|b3486|ribosome-associated	2736	2535.75	3556	97.3451
agaS|G7634|b3136|putative	1155	954.749	1306	94.9539
kefB|EG20110|b3350|K<sup>+</sup>	1806	1605.75	3338	144.3
yrbN|G0-10651|b4685|uncharacterized	81	10.3861	33	220.556
pdxI|EG11309|b1406|pyridoxal	861	660.749	811	85.2007
yagM|G6150|b0279|CP4-6	855	654.749	0	0
rlmJ|EG12234|b3499|23S	843	642.749	994	107.35
ada|EG10029|b2213|DNA-binding	1065	864.749	1032	82.8416
epd|EG10368|b2927|D-erythrose-4-phosphate	1020	819.749	1092	92.4699
yajI|EG12874|b0412|putative	540	341.301	418	85.0155
tsf|EG11033|b0170|protein	852	651.749	1190	126.743
rhaM|EG11865|b3901|L-rhamnose	315	131.032	99	52.4464
cyuP|EG12754|b3110|cysteine	1332	1131.75	1636	100.344
yjjJ|EG12342|b4385|toxin	1332	1131.75	0	0
panZ|EG12211|b3459|acetyl-CoA-bound	384	192.159	789	285.02
yafZ|G6127|b0252|CP4-6	822	621.749	0	0
ulaG|G7855|b4192|L-ascorbate-6-phosphate	1065	864.749	1253	100.582
tyrR|EG11042|b1323|DNA-binding	1542	1341.75	1684	87.1223
csgB|G6547|b1041|curlin,	456	260.02	130	34.7052
yajO|G6236|b0419|1-deoxyxylulose-5-phosphate	975	774.749	1412	126.512
qseG|EG12139|b2555|outer	714	513.923	654	88.3362
rsfS|EG11255|b0637|ribosomal	318	133.418	340	176.898
hofM|G7739|b3395|DNA	780	579.866	1155	138.265
yjhF|EG12548|b4296|KpLE2	1350	1149.75	0	0
pdeC|EG11938|b4061|c-di-GMP	1587	1386.75	1392	69.6787
mrp|EG10611|b2113|P-loop	1110	909.749	1069	81.5671
nohD|EG11635|b0560|DLP12	546	347.163	140.132	28.0197
hofP|G7736|b3392|DNA	405	211.665	389.28	127.665
envY|EG10268|b0566|DNA-binding	762	561.923	513	63.3723
fimH|EG10315|b4320|type	903	702.749	892	88.1096
iscU|G7324|b2529|scaffold	387	194.94	380	135.314
ybfF|EG11776|b0686|esterase	765	564.923	762	93.6321
prfB|EG10762|b2891|peptide	1099	898.749	1440	111.22
ydgJ|G6868|b1624|putative	1041	840.749	1071	88.4264
gntT|EG12380|b3415|high-affinity	1317	1116.75	1841	114.434
hcxB|EG11581|b0801|hydroxycarboxylate	1086	885.749	1442	113.009
mobB|EG11828|b3856|molybdopterin-guanine	528	329.67	449	94.5421
yfjM|G7364|b2629|CP4-57	264	89.4903	0	0
yohF|EG12019|b2137|putative	762	561.923	870	107.474
rutR|EG12301|b1013|DNA-binding	639	439.249	859	135.75
yaiP|G6215|b0363|putative	1197	996.749	1219.68	84.9412
yjfM|G7850|b4185|DUF1190	639	439.249	635	100.351
infC|EG10506|b1718|translation	543	344.232	2171	437.792
yhgH|G7747|b3413|DNA	684	484.024	1046	150.011
rhtA|EG12134|b0813|L-threonine/L-homoserine	888	687.749	852	85.994
yhiD|EG11400|b3508|inner	648	448.116	396	61.3427
yfdS|G7231|b2362|CPS-53	363	173.011	459	184.161
hdfR|EG11449|b4480|DNA-binding	840	639.749	1218	132.159
glgA|EG10377|b3429|glycogen	1434	1233.75	2203	123.95
yhfW|G7732|b3380|putative	1227	1026.75	1353	91.4729
ybeY|G6362|b0659|endoribonuclease	468	271.617	601	153.595
yfcQ|G7205|b2334|putative	489	291.854	184	43.7634
yidA|EG11195|b3697|sugar	813	612.749	1260	142.74
yeeT|G7083|b2003|CP4-44	222	63.4933	700	765.295
cspA|EG10166|b3556|cold	213	58.7632	5360	6331.67
mlc|G6852|b1594|DNA-binding	1221	1020.75	1168	79.4296
yqjG|G7616|b3102|glutathionyl-hydroquinone	987	786.749	1248	110.113
yciH|EG11128|b1282|putative	327	141.299	231	113.483
yadK|EG12325|b0136|putative	597	397.454	150	26.1977
yciF|EG11126|b1258|DUF892	501	303.526	305	69.753
cspI|G6825|b1552|Qin	213	58.7632	995	1175.37
fur|EG10359|b0683|DNA-binding	447	251.511	1599	441.316
glgS|EG11381|b3049|surface	201	52.1699	1002	1333.23
ygfM|G7499|b2880|putative	780	579.866	712	85.2337
arfA|G0-10465|b4550|alternative	219	62.1081	147	164.296
ygeX|G7490|b2871|2,3-diaminopropionate	1197	996.749	1167	81.2725
ydeR|G6793|b1503|putative	504	306.495	33	7.47393
hemX|EG10433|b3803|PF04375	1182	981.749	1568	110.868
ydaW|G6685|b1361|Rac	561	361.984	319	61.173
solA|G6556|b1059|<i>N</i>-methyl-L-tryptophan	1119	918.749	1004	75.857
dnaA|EG10235|b3702|chromosomal	1404	1203.75	1768	101.954
glgB|EG10378|b3432|1,4-&alpha;-glucan	2187	1986.75	3860	134.866
ygaM|G7400|b2672|DUF883	330	143.979	3848	1855.21
ettA|EG12343|b4391|energy-dependent	1668	1467.75	2264	107.074
